text,target,clean_text
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",spam,welcome uk mobile date msg free giving free calling 08719839835 future mg billed 150p daily cancel send go stop 89123
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",ham,thanks reply today ur visa coming r u still buying gucci bag sister thing easy uncle john also bill really need think make money later sha
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",ham,sorry flaked last night shit seriously goin roommate tonight
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,ham,said look pretty wif long hair wat thk cutting quite short 4 leh
Ranjith cal drpd Deeraj and deepak 5min hold,ham,ranjith cal drpd deeraj deepak 5min hold
CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,ham,cheer callin babe sozi culdnt talkbut wannatell u detail later wenwecan chat properly x
Hey u still at the gym?,ham,hey u still gym
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife
Much better now thanks lol,ham,much better thanks lol
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham,nothing smsing u n xy lor sorry lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meeting
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham,lemme know swing pick free basically time 1 semester
Wa... U so efficient... Gee... Thanx...,ham,wa u efficient gee thanx
3. You have received your mobile content. Enjoy,spam,3 received mobile content enjoy
S but not able to sleep.,ham,able sleep
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,spam,want explicit sex 30 sec ring 02073162414 cost 20p min
We will meet soon princess! Ttyl!,ham,meet soon princess ttyl
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ham,pick 5 15pm go taunton still want come
Oh :-)only 4 outside players allowed to play know,ham,oh 4 outside player allowed play know
I anything lor.,ham,anything lor
Erutupalam thandiyachu,ham,erutupalam thandiyachu
"Y cant u try new invention to fly..i'm not joking.,",ham,cant u try new invention fly joking
No..its ful of song lyrics..,ham,ful song lyric
"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham,u reckon need 2 arrange transport u thanks
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham,true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing
Shopping? Eh ger i toking abt syd leh...Haha,ham,shopping eh ger toking abt syd leh haha
What not under standing.,ham,standing
have * good weekend.,ham,good weekend
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win
Call me when you get the chance plz &lt;3,ham,call get chance plz lt 3
The new deus ex game comin early next yr,ham,new deus ex game comin early next yr
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham,computer fried essential part keep spare fucking idiot roommate looovvve leaving thing running full lt gt 7
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",ham,friend studying warwick planned go shopping concert tmw may canceled havn seen age yeah get together sometime
Probably a couple hours tops,ham,probably couple hour top
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham,lol grin babe thanks thinking
Man this bus is so so so slow. I think you're gonna get there before me,ham,man bus slow think gonna get
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,ham,hope text meet smiling let text give reason smile beautiful day
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",ham,case wake wondering forgot take care something grandma today done parade
Ok,ham,ok
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",spam,latest nokia mobile ipod mp3 player 400 proze guaranteed reply win 83355 norcorp ltd 1 50 mtmsgrcvd18
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam,sm service inclusive text credit pls goto www comuk net login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk 220 cm2 9ae
Nvm take ur time.,ham,nvm take ur time
So wat's da decision?,ham,wat da decision
Wot is u up 2 then bitch?,ham,wot u 2 bitch
Stupid.its not possible,ham,stupid possible
She told to hr that he want posting in chennai:)because i'm working here:),ham,told hr want posting chennai working
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam,mobile club choose top quality item mobile 7cfca1a
When are you guys leaving?,ham,guy leaving
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,ham,neva grumble sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei got lot work ar
Not able to do anything.,ham,able anything
Ü takin linear algebra today?,ham,takin linear algebra today
This weekend is fine (an excuse not to do too much decorating),ham,weekend fine excuse much decorating
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",ham,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
Now project pa. After that only i can come.,ham,project pa come
Money i have won wining number 946 wot do i do next,spam,money wining number 946 wot next
"Sure, whenever you show the fuck up &gt;:(",ham,sure whenever show fuck gt
That was random saw my old roomate on campus. He graduated,ham,random saw old roomate campus graduated
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham,men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,ham,suck got planned yo valentine yo valentine
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",ham,got part nottingham 3 hr 63miles good thing love man much 40mph hey ho
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham,think one saying clearly ok leave need ask go come
Hi good mornin.. Thanku wish u d same..,ham,hi good mornin thanku wish u
DO U WANT 2 MEET UP 2MORRO,ham,u want 2 meet 2morro
Actually I decided I was too hungry so I haven't left yet :V,ham,actually decided hungry left yet v
I've sent ü my part..,ham,sent part
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,ham,co shopping wif darren jus n called 2 ask wat present wan lor started guessing wif n finally guessed darren lor
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",spam,want cock hubby away need real man 2 satisfy txt wife 89938 string action txt stop 2 end txt rec 1 50ea otbox 731 la1 7ws
Understand. his loss is my gain :) so do you work? School?,ham,understand loss gain work school
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham,u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt xx
"Hiya, probably coming home * weekend after next",ham,hiya probably coming home weekend next
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,ham,forget though love walk beside watching keeping heart warm
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,ham,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly
